,breweryID,abv,ibu,beerID,beer_name,style,ounces,brewery_name,city,state
2234,190,0.046,,451,Panorama Wheat Ale,American Pale Wheat Ale,12.0,Two Beers Brewing Company,Seattle,WA
2233,190,0.048,48.0,482,Trailhead India Style Session Ale (2011),American IPA,12.0,Two Beers Brewing Company,Seattle,WA
2223,190,0.041,41.0,2235,Day Hike Session,American IPA,12.0,Two Beers Brewing Company,Seattle,WA
2227,190,0.048,,1438,Presidential Pils,Czech Pilsener,12.0,Two Beers Brewing Company,Seattle,WA
2224,190,0.048,48.0,1661,Trailhead ISA,American IPA,12.0,Two Beers Brewing Company,Seattle,WA
2228,190,0.062,70.0,1173,Evolutionary IPA (2012),American IPA,12.0,Two Beers Brewing Company,Seattle,WA
2225,190,0.052000000000000005,27.0,1660,Immersion Amber,American Amber / Red Ale,12.0,Two Beers Brewing Company,Seattle,WA
2226,190,0.062,70.0,1659,Evo IPA,American IPA,12.0,Two Beers Brewing Company,Seattle,WA
2231,190,0.052000000000000005,27.0,518,Immersion Amber Ale (2011),American Amber / Red Ale,12.0,Two Beers Brewing Company,Seattle,WA
2229,190,0.057,36.0,560,Persnickety Pale,American Pale Ale (APA),12.0,Two Beers Brewing Company,Seattle,WA
2230,190,0.054000000000000006,20.0,519,SoDo Brown Ale,American Brown Ale,12.0,Two Beers Brewing Company,Seattle,WA
1914,191,0.05,,2234,Monarch Pilsner,American Pilsner,12.0,Snake River Brewing Company,Jackson,WY
1916,191,0.054000000000000006,36.0,617,Zonker Stout,Foreign / Export Stout,12.0,Snake River Brewing Company,Jackson,WY
1920,191,0.068,60.0,393,Pako’s EyePA,American IPA,12.0,Snake River Brewing Company,Jackson,WY
1915,191,0.06,55.0,1606,Snow King Pale Ale,American Pale Ale (APA),12.0,Snake River Brewing Company,Jackson,WY
1919,191,0.052000000000000005,32.0,402,Snake River Pale Ale,American Pale Ale (APA),12.0,Snake River Brewing Company,Jackson,WY
1917,191,0.05,22.0,407,OB-1 Organic Ale,English Brown Ale,12.0,Snake River Brewing Company,Jackson,WY
1918,191,0.05,18.0,406,Snake River Lager,Vienna Lager,12.0,Snake River Brewing Company,Jackson,WY
540,192,0.05,,62,U.S. Pale Ale,American Pale Ale (APA),12.0,Capital Brewery,Middleton,WI
539,192,0.052000000000000005,,63,Wisconsin Amber (2013),Vienna Lager,12.0,Capital Brewery,Middleton,WI
538,192,0.042,,180,Island Wheat,American Pale Wheat Ale,12.0,Capital Brewery,Middleton,WI
537,192,0.052000000000000005,,840,Wisconsin Amber (1998),Vienna Lager,12.0,Capital Brewery,Middleton,WI
536,192,0.062,70.0,1177,Mutiny IPA,American IPA,12.0,Capital Brewery,Middleton,WI
534,192,0.056,55.0,1954,Ghost Ship White IPA,American IPA,12.0,Capital Brewery,Middleton,WI
533,192,0.046,18.0,2225,Lake House,Munich Helles Lager,12.0,Capital Brewery,Middleton,WI
532,192,0.052000000000000005,28.0,2226,Wisconsin Amber,Vienna Lager,12.0,Capital Brewery,Middleton,WI
531,192,0.065,80.0,2227,Dark Voyage Black IPA (2013),American Black Ale,12.0,Capital Brewery,Middleton,WI
541,192,,,61,Supper Club Lager,American Pale Lager,12.0,Capital Brewery,Middleton,WI
535,192,0.046,18.0,1910,Lake House,Munich Helles Lager,16.0,Capital Brewery,Middleton,WI
127,193,0.085,,2039,Uroboros,American Stout,12.0,Anthem Brewing Company,Oklahoma City,OK
126,193,0.06,,2040,Arjuna,Witbier,12.0,Anthem Brewing Company,Oklahoma City,OK
125,193,0.068,,2207,Golden One,Belgian Pale Ale,12.0,Anthem Brewing Company,Oklahoma City,OK
913,194,0.055,40.0,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),12.0,Goodlife Brewing Co.,Bend,OR
377,195,0.05,,2204,Post Time Kölsch,Kölsch,16.0,Breakside Brewery,Portland,OR
914,196,0.059,55.0,2198,Goose Island India Pale Ale,American IPA,12.0,Goose Island Brewery Company,Chicago,IL
486,197,0.05,14.0,2196,Couch Select Lager,American Pale Lager,12.0,Burnside Brewing Co.,Portland,OR
1067,198,0.049,20.0,498,Double D Blonde (2011),American Blonde Ale,12.0,Hop Valley Brewing Company,Springfield,OR
1066,198,0.065,90.0,499,Alphadelic IPA (2011),American IPA,12.0,Hop Valley Brewing Company,Springfield,OR
1065,198,0.065,90.0,1353,Alphadelic IPA,American IPA,12.0,Hop Valley Brewing Company,Springfield,OR
1064,198,0.048,13.0,1354,541 American Lager,American Pale Lager,12.0,Hop Valley Brewing Company,Springfield,OR
1063,198,0.049,20.0,1390,Double D Blonde (2013),American Blonde Ale,12.0,Hop Valley Brewing Company,Springfield,OR
1062,198,0.063,70.0,1543,Proxima IPA,American IPA,12.0,Hop Valley Brewing Company,Springfield,OR
1061,198,0.078,60.0,1605,Festeroo Winter Ale,American Strong Ale,12.0,Hop Valley Brewing Company,Springfield,OR
1060,198,0.049,20.0,2195,Double D Blonde,American Blonde Ale,12.0,Hop Valley Brewing Company,Springfield,OR
2399,199,0.069,69.0,1512,Worthy IPA (2013),American IPA,12.0,Worthy Brewing Company,Bend,OR
2397,199,0.045,25.0,1514,Easy Day Kolsch,Kölsch,12.0,Worthy Brewing Company,Bend,OR
2400,199,0.06,50.0,1511,Worthy Pale,American Pale Ale (APA),12.0,Worthy Brewing Company,Bend,OR
2396,199,0.069,69.0,2194,Worthy IPA,American IPA,12.0,Worthy Brewing Company,Bend,OR
2398,199,0.077,30.0,1513,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,12.0,Worthy Brewing Company,Bend,OR
1520,200,0.045,,1081,Occidental Kölsch,Kölsch,16.0,Occidental Brewing Company,Portland,OR
1518,200,0.051,,1130,Occidental Dunkel,Dunkelweizen,16.0,Occidental Brewing Company,Portland,OR
1519,200,0.05,,1129,Occidental Altbier,Altbier,16.0,Occidental Brewing Company,Portland,OR
1517,200,0.047,,2192,Occidental Hefeweizen,American Pale Wheat Ale,16.0,Occidental Brewing Company,Portland,OR
781,201,0.075,53.0,2191,Loki Red Ale,American Amber / Red Ale,16.0,Fearless Brewing Company,Estacada,OR
782,201,0.046,,1731,Peaches & Cream,Fruit / Vegetable Beer,16.0,Fearless Brewing Company,Estacada,OR
783,201,0.051,,1022,Quaff India Style Session Ale,American IPA,16.0,Fearless Brewing Company,Estacada,OR
784,201,0.075,53.0,895,Loki Red Ale (2013),American Amber / Red Ale,16.0,Fearless Brewing Company,Estacada,OR
785,201,0.069,,682,Mjolnir Imperial IPA,American Double / Imperial IPA,16.0,Fearless Brewing Company,Estacada,OR
786,201,0.05,,112,Fearless Scottish Ale,Scottish Ale,16.0,Fearless Brewing Company,Estacada,OR
2275,202,0.045,50.0,2190,Campside Session IPA,American IPA,16.0,Upland Brewing Company,Bloomington,IN
2277,202,0.06,,1950,Dragonfly IPA,American IPA,16.0,Upland Brewing Company,Bloomington,IN
2276,202,0.045,15.0,1951,Upland Wheat Ale,Witbier,16.0,Upland Brewing Company,Bloomington,IN
1323,203,0.052000000000000005,23.0,2177,Volcano Red Ale,American Amber / Red Ale,12.0,Mehana Brewing Co.,Hilo,HI
1322,203,0.052000000000000005,27.0,2178,Hawaiian Crow Porter,American Porter,12.0,Mehana Brewing Co.,Hilo,HI
1320,203,0.07200000000000001,75.0,2185,Tsunami IPA,American IPA,12.0,Mehana Brewing Co.,Hilo,HI
1321,203,0.042,22.0,2184,Humpback Blonde Ale,American Blonde Ale,12.0,Mehana Brewing Co.,Hilo,HI
1319,203,0.07200000000000001,75.0,2186,Tsunami IPA,American IPA,19.2,Mehana Brewing Co.,Hilo,HI
1324,203,0.054000000000000006,42.0,2176,Mauna Kea Pale Ale,American Pale Ale (APA),12.0,Mehana Brewing Co.,Hilo,HI
1036,204,0.083,,2179,Southern Cross,Flanders Red Ale,19.2,Hawai'i Nui Brewing Co.,Hilo,HI
1035,204,0.064,,2180,Hapa Brown Ale,American Brown Ale,12.0,Hawai'i Nui Brewing Co.,Hilo,HI
1034,204,0.064,,2181,Hapa Brown Ale,American Brown Ale,19.2,Hawai'i Nui Brewing Co.,Hilo,HI
1032,204,0.049,,2183,Kaua'i Golden Ale,American Blonde Ale,12.0,Hawai'i Nui Brewing Co.,Hilo,HI
1033,204,0.054000000000000006,,2182,Sunset Amber,American Pale Ale (APA),12.0,Hawai'i Nui Brewing Co.,Hilo,HI
1623,205,0.065,77.0,2175,Mound Builder IPA,American IPA,12.0,People's Brewing Company,Lafayette,IN
1626,205,0.045,,1794,People's Pilsner,German Pilsener,12.0,People's Brewing Company,Lafayette,IN
1625,205,0.042,,1956,Farmer's Daughter Wheat,American Pale Wheat Ale,12.0,People's Brewing Company,Lafayette,IN
1624,205,0.062,62.0,2168,Amazon Princess IPA,American IPA,12.0,People's Brewing Company,Lafayette,IN
824,206,0.052000000000000005,,2172,Quick WIT,Belgian Pale Ale,12.0,Fort George Brewery,Astoria,OR
825,206,0.062,,2171,The Optimist,American IPA,12.0,Fort George Brewery,Astoria,OR
830,206,0.058,,1214,Tender Loving Empire NWPA,American Pale Ale (APA),16.0,Fort George Brewery,Astoria,OR
827,206,0.065,,1803,Java the Hop,American IPA,16.0,Fort George Brewery,Astoria,OR
828,206,0.062,,1566,Next Adventure Black IPA,American Black Ale,16.0,Fort George Brewery,Astoria,OR
832,206,0.055,,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16.0,Fort George Brewery,Astoria,OR
833,206,0.08800000000000001,,552,Cavatica Stout,American Double / Imperial Stout,16.0,Fort George Brewery,Astoria,OR
834,206,0.051,,319,1811 Lager,American Amber / Red Lager,16.0,Fort George Brewery,Astoria,OR
835,206,0.07400000000000001,97.0,318,Vortex IPA,American IPA,16.0,Fort George Brewery,Astoria,OR
831,206,0.052000000000000005,,674,Quick Wit Belgianesque Ale,Witbier,16.0,Fort George Brewery,Astoria,OR
829,206,0.067,,1515,3-Way IPA (2013),American IPA,16.0,Fort George Brewery,Astoria,OR
826,206,0.045,,1911,Suicide Squeeze IPA,American IPA,16.0,Fort George Brewery,Astoria,OR
376,207,0.052000000000000005,40.0,2167,Evil Owl,American Amber / Red Ale,12.0,Branchline Brewing Company,San Antonio,TX
1143,208,0.075,24.0,2162,Lewbricator Wheat Dopplebock ,Doppelbock,12.0,Kalona Brewing Company,Kalona,IA
1142,208,0.071,,2163,Sucha Much IPA,American IPA,12.0,Kalona Brewing Company,Kalona,IA
1391,209,0.058,40.0,1493,Black House,American Stout,16.0,Modern Times Beer,San Diego,CA
1386,209,0.068,75.0,2157,Booming Rollers,American IPA,16.0,Modern Times Beer,San Diego,CA
1387,209,0.052000000000000005,50.0,2156,Oneida,American Pale Ale (APA),16.0,Modern Times Beer,San Diego,CA
1388,209,0.067,75.0,2154,Aurora ,American Amber / Red Ale,16.0,Modern Times Beer,San Diego,CA
1392,209,0.065,115.0,1492,Blazing World,American Amber / Red Ale,16.0,Modern Times Beer,San Diego,CA
1389,209,0.055,30.0,1495,Lomaland,Saison / Farmhouse Ale,16.0,Modern Times Beer,San Diego,CA
1385,209,0.075,85.0,2159,City of the Sun,American IPA,16.0,Modern Times Beer,San Diego,CA
1390,209,0.047,46.0,1494,Fortunate Islands,American Pale Wheat Ale,16.0,Modern Times Beer,San Diego,CA
2134,210,0.066,,1939,Gatecrasher,English India Pale Ale (IPA),12.0,Temperance Beer Company,Evanston,IL
2132,210,0.048,,2155,Smittytown,Extra Special / Strong Bitter (ESB),12.0,Temperance Beer Company,Evanston,IL
2133,210,0.04,,1982,Greenwood Beach,Fruit / Vegetable Beer,12.0,Temperance Beer Company,Evanston,IL
2381,211,0.055,,2149,#001 Golden Amber Lager,American Amber / Red Lager,12.0,Wisconsin Brewing Company,Verona,WI
2384,211,0.048,38.0,2146,#004 Session I.P.A.,American IPA,12.0,Wisconsin Brewing Company,Verona,WI
2382,211,0.071,60.0,2148,#002 American I.P.A.,American IPA,12.0,Wisconsin Brewing Company,Verona,WI
2383,211,0.052000000000000005,,2147,#003 Brown & Robust Porter,American Porter,12.0,Wisconsin Brewing Company,Verona,WI
667,212,0.055,,1602,Bear Butte Nut Brown Ale,American Brown Ale,12.0,Crow Peak Brewing Company,Spearfish,SD
668,212,0.045,,1301,Easy Livin' Summer Ale,American Blonde Ale,12.0,Crow Peak Brewing Company,Spearfish,SD
665,212,0.065,,2145,Red Water Irish Style Red,American Amber / Red Ale,12.0,Crow Peak Brewing Company,Spearfish,SD
669,212,0.055,,542,Canyon Cream Ale,Cream Ale,12.0,Crow Peak Brewing Company,Spearfish,SD
670,212,0.069,,272,Pile O'Dirt Porter,American Porter,12.0,Crow Peak Brewing Company,Spearfish,SD
671,212,0.06,,271,11th Hour IPA,American IPA,12.0,Crow Peak Brewing Company,Spearfish,SD
666,212,0.066,,1804,Mjöllnir,Herbed / Spiced Beer,12.0,Crow Peak Brewing Company,Spearfish,SD
925,213,0.043,21.0,2129,Monarch Classic American Wheat,American Pale Wheat Ale,12.0,Grapevine Craft Brewery,Farmers Branch,TX
926,213,0.049,21.0,2127,Sir William's English Brown Ale,English Brown Ale,12.0,Grapevine Craft Brewery,Farmers Branch,TX
927,213,0.055,35.0,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),12.0,Grapevine Craft Brewery,Farmers Branch,TX
472,214,0.06,40.0,2125,1836,American Blonde Ale,12.0,Buffalo Bayou Brewing Company,Houston,TX
474,214,0.09,118.0,2123,More Cowbell,American Double / Imperial IPA,16.0,Buffalo Bayou Brewing Company,Houston,TX
473,214,0.06,20.0,2124,Summer's Wit,Witbier,12.0,Buffalo Bayou Brewing Company,Houston,TX
2136,215,0.055,35.0,2119,First Stand,Saison / Farmhouse Ale,12.0,Texian Brewing Co.,Richmond,TX
2138,215,0.056,12.0,2117,Broken Bridge,Dunkelweizen,12.0,Texian Brewing Co.,Richmond,TX
2137,215,0.063,23.0,2118,Battle LIne,American Brown Ale,12.0,Texian Brewing Co.,Richmond,TX
2139,215,0.071,69.0,2116,Brutus,English India Pale Ale (IPA),12.0,Texian Brewing Co.,Richmond,TX
1549,216,0.065,,2113,Lyric Ale,Saison / Farmhouse Ale,12.0,Orpheus Brewing,Atlanta,GA
1550,216,0.053,,2112,Atalanta,Saison / Farmhouse Ale,12.0,Orpheus Brewing,Atlanta,GA
823,217,0.069,65.0,2110,1916 Shore Shiver,American IPA,12.0,Forgotten Boardwalk,Cherry Hill,NJ
822,217,0.05,18.0,2111,What the Butler Saw,Witbier,12.0,Forgotten Boardwalk,Cherry Hill,NJ
1197,218,0.064,66.0,1396,Laughing Dog IPA,American IPA,12.0,Laughing Dog Brewing Company,Ponderay,ID
1195,218,0.05,12.0,2108,Laughing Dog Cream Ale,Cream Ale,12.0,Laughing Dog Brewing Company,Ponderay,ID
1196,218,0.048,9.0,1397,Two-One Niner,American Pilsner,12.0,Laughing Dog Brewing Company,Ponderay,ID
375,219,0.055,,470,Bozone Select Amber Ale,American Amber / Red Ale,12.0,Bozeman Brewing Company,Bozeman,MT
374,219,0.06,25.0,1288,Bozone Hefe Weizen,Hefeweizen,12.0,Bozeman Brewing Company,Bozeman,MT
373,219,0.07,80.0,1289,Bozone HopZone IPA,American IPA,12.0,Bozeman Brewing Company,Bozeman,MT
372,219,0.057,52.0,1573,Plum St. Porter,American Porter,12.0,Bozeman Brewing Company,Bozeman,MT
371,219,0.06,52.0,2107,Plum St. Porter,American Porter,12.0,Bozeman Brewing Company,Bozeman,MT
241,220,0.041,,1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,16.0,Big Choice Brewing,Broomfield,CO
242,220,0.067,85.0,1067,Disconnected Red,American Amber / Red Ale,16.0,Big Choice Brewing,Broomfield,CO
239,220,0.081,17.0,2104,Aprè Shred,American Strong Ale,16.0,Big Choice Brewing,Broomfield,CO
240,220,0.095,104.0,1762,Hemlock Double IPA,American Double / Imperial IPA,12.0,Big Choice Brewing,Broomfield,CO
265,221,0.058,38.0,2095,Wavemaker,American Amber / Red Ale,12.0,Big Storm Brewing Company,Odessa,FL
264,221,0.069,81.0,2096,Arcus IPA,American IPA,12.0,Big Storm Brewing Company,Odessa,FL
551,222,0.042,35.0,1439,Boat Beer,American IPA,12.0,Carton Brewing Company,Atlantic Highlands,NJ
550,222,0.078,80.0,1940,077XX,American Double / Imperial IPA,16.0,Carton Brewing Company,Atlantic Highlands,NJ
549,222,0.039,9.0,1941,Monkey Chased the Weasel,Berliner Weissbier,16.0,Carton Brewing Company,Atlantic Highlands,NJ
548,222,0.099,100.0,2094,Epitome,American Black Ale,16.0,Carton Brewing Company,Atlantic Highlands,NJ
1334,223,0.057,70.0,434,Sockeye Red IPA,American IPA,12.0,Midnight Sun Brewing Company,Anchorage,AK
1330,223,0.063,61.0,2093,Pleasure Town,American IPA,12.0,Midnight Sun Brewing Company,Anchorage,AK
1331,223,0.063,61.0,1814,Pleasure Town IPA,American IPA,12.0,Midnight Sun Brewing Company,Anchorage,AK
1332,223,0.048,12.0,587,Snowshoe White Ale,Witbier,12.0,Midnight Sun Brewing Company,Anchorage,AK
1333,223,0.05,24.0,586,Kodiak Brown Ale,American Brown Ale,12.0,Midnight Sun Brewing Company,Anchorage,AK
775,224,0.07,80.0,2088,Hop Stalker Fresh Hop IPA,American IPA,16.0,Fat Head's Brewery,Middleburg Heights,OH
774,224,0.063,55.0,2089,Trail Head,American Pale Ale (APA),12.0,Fat Head's Brewery,Middleburg Heights,OH
1705,225,0.05,16.0,2087,Blood Orange Wit,Witbier,16.0,Refuge Brewery,Temecula,CA
589,226,0.08,69.0,2080,8 Barrel,American Strong Ale,16.0,Chatham Brewing,Chatham,NY
590,226,0.055,40.0,2079,Oktoberfest,Märzen / Oktoberfest,16.0,Chatham Brewing,Chatham,NY
684,227,0.092,115.0,851,On the Wings of Armageddon,American Double / Imperial IPA,12.0,DC Brau Brewing Company,Washington,DC
685,227,0.065,80.0,186,The Corruption,American IPA,12.0,DC Brau Brewing Company,Washington,DC
686,227,0.07,,185,The Citizen,Belgian Pale Ale,12.0,DC Brau Brewing Company,Washington,DC
687,227,0.06,,184,The Public,American Pale Ale (APA),12.0,DC Brau Brewing Company,Washington,DC
682,227,0.053,11.0,1263,El Hefe Speaks,Hefeweizen,12.0,DC Brau Brewing Company,Washington,DC
681,227,0.05,15.0,1809,The Tradition,American Blonde Ale,12.0,DC Brau Brewing Company,Washington,DC
680,227,0.08,,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0,DC Brau Brewing Company,Washington,DC
683,227,0.055,,1092,Penn Quarter Porter,American Porter,12.0,DC Brau Brewing Company,Washington,DC
886,228,0.07200000000000001,50.0,2077,No Wake IPA,American IPA,12.0,Geneva Lake Brewing Company,Lake Geneva,WI
888,228,0.05,26.0,2075,Cedar Point,American Amber / Red Ale,12.0,Geneva Lake Brewing Company,Lake Geneva,WI
887,228,0.049,15.0,2076,Boathouse Blonde,American Blonde Ale,12.0,Geneva Lake Brewing Company,Lake Geneva,WI
1765,229,0.055,,97,Lazy Daze Lager,American Adjunct Lager,12.0,Rochester Mills Brewing Company,Rochester,MI
1759,229,0.053,,2074,Pine Knob Pilsner,Czech Pilsener,16.0,Rochester Mills Brewing Company,Rochester,MI
1760,229,,,1724,Cal and Co. Black Cherry Porter,American Porter,16.0,Rochester Mills Brewing Company,Rochester,MI
1761,229,0.055,,1280,Lazy Daze Lager,American Adjunct Lager,16.0,Rochester Mills Brewing Company,Rochester,MI
1762,229,0.059,,899,Rochester Red Ale,American Amber / Red Ale,16.0,Rochester Mills Brewing Company,Rochester,MI
1763,229,0.05,,363,Milkshake Stout,Milk / Sweet Stout,16.0,Rochester Mills Brewing Company,Rochester,MI
1764,229,0.07,,158,Cornerstone IPA,American IPA,16.0,Rochester Mills Brewing Company,Rochester,MI
528,230,0.055,30.0,2064,Fisherman's Brew,American Amber / Red Ale,12.0,Cape Ann Brewing Company,Gloucester,MA
527,230,0.054000000000000006,35.0,2065,Fisherman's Pils,German Pilsener,12.0,Cape Ann Brewing Company,Gloucester,MA
526,230,0.055,64.0,2066,Fisherman's IPA,American IPA,12.0,Cape Ann Brewing Company,Gloucester,MA
525,230,0.09,130.0,2067,Dead-Eye DIPA,American Double / Imperial IPA,16.0,Cape Ann Brewing Company,Gloucester,MA
524,230,0.099,43.0,2068,Imperial Pumpkin Stout,Pumpkin Ale,16.0,Cape Ann Brewing Company,Gloucester,MA
354,231,0.071,16.0,2062,Noche Dulce,American Porter,16.0,Borderlands Brewing Company,Tucson,AZ
639,232,0.058,,2061,Big Blue Van,Fruit / Vegetable Beer,16.0,College Street Brewhouse and Pub,Lake Havasu City,AZ
1141,233,0.052000000000000005,15.0,467,Joseph James American Lager,American Adjunct Lager,12.0,Joseph James Brewing Company,Henderson,NV
1139,233,0.05,50.0,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),12.0,Joseph James Brewing Company,Henderson,NV
1138,233,0.05,15.0,2060,Weize Guy,Hefeweizen,12.0,Joseph James Brewing Company,Henderson,NV
1140,233,0.093,90.0,468,Hop Box Imperial IPA,American Double / Imperial IPA,12.0,Joseph James Brewing Company,Henderson,NV
1022,234,0.059,42.0,1379,Harpoon IPA,American IPA,12.0,Harpoon Brewery,Boston,MA
1027,234,0.048,10.0,610,UFO White,American Pale Wheat Ale,12.0,Harpoon Brewery,Boston,MA
1018,234,0.052000000000000005,15.0,2059,UFO Gingerland,Herbed / Spiced Beer,12.0,Harpoon Brewery,Boston,MA
1019,234,0.062,45.0,1653,The Long Thaw White IPA,American White IPA,12.0,Harpoon Brewery,Boston,MA
1020,234,0.048,,1558,Honey Cider,Cider,12.0,Harpoon Brewery,Boston,MA
1021,234,0.05,28.0,1380,Harpoon Summer Beer,Kölsch,12.0,Harpoon Brewery,Boston,MA
1023,234,0.059,20.0,1340,UFO Pumpkin,Pumpkin Ale,12.0,Harpoon Brewery,Boston,MA
1024,234,0.055,30.0,1313,Harpoon Octoberfest,Märzen / Oktoberfest,12.0,Harpoon Brewery,Boston,MA
1029,234,0.059,42.0,126,Harpoon IPA (2010),American IPA,12.0,Harpoon Brewery,Boston,MA
1028,234,0.05,28.0,192,Harpoon Summer Beer (2010),Kölsch,12.0,Harpoon Brewery,Boston,MA
1025,234,0.059,42.0,770,Harpoon IPA (2012),American IPA,12.0,Harpoon Brewery,Boston,MA
1026,234,0.05,28.0,769,Harpoon Summer Beer (2012),Kölsch,12.0,Harpoon Brewery,Boston,MA
176,235,0.07,,1132,Misty Mountain IPA,American IPA,12.0,Back East Brewing Company,Bloomfield,CT
177,235,0.05,,1131,Back East Ale,American Amber / Red Ale,12.0,Back East Brewing Company,Bloomfield,CT
174,235,0.06,,1483,Back East Porter,American Porter,12.0,Back East Brewing Company,Bloomfield,CT
173,235,0.086,,2058,Palate Mallet,American Double / Imperial IPA,12.0,Back East Brewing Company,Bloomfield,CT
175,235,0.049,,1426,Back East Golden Ale,American Blonde Ale,12.0,Back East Brewing Company,Bloomfield,CT
584,236,0.07,65.0,1933,Missile IPA,American IPA,12.0,Champion Brewing Company,Charlottesville,VA
583,236,0.05,22.0,2055,Killer Kolsch,Kölsch,12.0,Champion Brewing Company,Charlottesville,VA
582,236,0.06,45.0,2056,Black Me Stout,American Stout,12.0,Champion Brewing Company,Charlottesville,VA
581,236,0.07,,2057,Stickin' In My Rye,Rye Beer,24.0,Champion Brewing Company,Charlottesville,VA
720,237,0.044,45.0,2051,Bravo Four Point,American Pale Ale (APA),12.0,Devil's Backbone Brewing Company,Lexington,VA
721,237,0.052000000000000005,26.0,1201,Striped Bass Pale Ale,American Pale Ale (APA),12.0,Devil's Backbone Brewing Company,Lexington,VA
1482,238,0.042,35.0,2050,Cream Ale,Cream Ale,12.0,Newburgh Brewing Company,Newburgh,NY
2385,239,0.059,,2047,Tarasque,Saison / Farmhouse Ale,12.0,Wiseacre Brewing Company,Memphis,TN
2387,239,0.045,23.0,1469,Tiny Bomb,American Pilsner,12.0,Wiseacre Brewing Company,Memphis,TN
2386,239,0.062,61.0,1470,Ananda India Pale Ale,American IPA,12.0,Wiseacre Brewing Company,Memphis,TN
903,240,0.059,60.0,549,Point the Way IPA (2012),American IPA,16.0,Golden Road Brewing,Los Angeles,CA
902,240,0.08,70.0,749,Wolf Among Weeds IPA (2012),American IPA,16.0,Golden Road Brewing,Los Angeles,CA
901,240,0.08,70.0,750,Burning Bush Smoked IPA,American IPA,16.0,Golden Road Brewing,Los Angeles,CA
900,240,0.055,20.0,991,Get Up Offa That Brown,American Brown Ale,16.0,Golden Road Brewing,Los Angeles,CA
898,240,0.059,60.0,1296,Point the Way IPA,American IPA,12.0,Golden Road Brewing,Los Angeles,CA
897,240,0.068,65.0,1399,Heal the Bay IPA,American IPA,16.0,Golden Road Brewing,Los Angeles,CA
896,240,0.046,15.0,1489,Golden Road Hefeweizen,Hefeweizen,16.0,Golden Road Brewing,Los Angeles,CA
895,240,0.059,60.0,1490,Point the Way IPA,American IPA,16.0,Golden Road Brewing,Los Angeles,CA
894,240,0.094,92.0,1641,Better Weather IPA,American IPA,16.0,Golden Road Brewing,Los Angeles,CA
893,240,0.08,70.0,1698,Wolf Among Weeds IPA,American IPA,16.0,Golden Road Brewing,Los Angeles,CA
892,240,0.07400000000000001,74.0,1777,2020 IPA,American IPA,16.0,Golden Road Brewing,Los Angeles,CA
891,240,0.058,35.0,1960,Saison Pamplemousse,Saison / Farmhouse Ale,12.0,Golden Road Brewing,Los Angeles,CA
890,240,0.07200000000000001,75.0,2045,Might As Well IPL,American Pale Lager,16.0,Golden Road Brewing,Los Angeles,CA
904,240,0.046,15.0,548,Golden Road Hefeweizen (2012),Hefeweizen,16.0,Golden Road Brewing,Los Angeles,CA
899,240,0.05,,1034,Cabrillo Kölsch,Kölsch,16.0,Golden Road Brewing,Los Angeles,CA
1479,241,0.052000000000000005,50.0,2041,Dammit Jim!,American Amber / Red Ale,12.0,New Republic Brewing Company,College Station,TX
1478,241,0.056,30.0,2042,Kadigan,American Blonde Ale,12.0,New Republic Brewing Company,College Station,TX
1477,241,0.056,20.0,2043,Skylight,Dunkelweizen,12.0,New Republic Brewing Company,College Station,TX
1111,242,0.07,75.0,2038,Infamous IPA,American IPA,12.0,Infamous Brewing Company,Austin,TX
1112,242,0.055,20.0,1774,Hijack,Cream Ale,12.0,Infamous Brewing Company,Austin,TX
2245,243,0.045,,2037,The Gilded Age,Munich Helles Lager,12.0,Two Henrys Brewing Company,Plant City,FL
1207,244,0.06,30.0,1168,Farm Girl Saison,Saison / Farmhouse Ale,16.0,Lift Bridge Brewing Company,Stillwater,MN
1206,244,0.052000000000000005,30.0,2036,Getaway,German Pilsener,16.0,Lift Bridge Brewing Company,Stillwater,MN
1233,245,0.038,18.0,2033,Pub Ale,English Dark Mild Ale,12.0,Lucky Town Brewing Company,Jackson,MS
1234,245,0.051,31.0,2032,Ballistic Blonde,Belgian Pale Ale,12.0,Lucky Town Brewing Company,Jackson,MS
1679,246,0.055,30.0,2030,Smoking Mirror,American Porter,12.0,Quest Brewing Company,Greenville,SC
1678,246,0.045,35.0,2031,Golden Fleece,Belgian Pale Ale,12.0,Quest Brewing Company,Greenville,SC
660,247,0.065,65.0,2029,Tropicalia,American IPA,12.0,Creature Comforts,Athens,GA
661,247,0.045,,2028,Athena,Berliner Weissbier,12.0,Creature Comforts,Athens,GA
1011,248,0.07,40.0,2026,Pursuit,American IPA,12.0,Half Full Brewery,Stamford,CT
1012,248,0.052000000000000005,18.0,1361,Half Full Bright Ale,American Blonde Ale,12.0,Half Full Brewery,Stamford,CT
1942,249,0.035,,2024,Montauk Light,Light Lager,12.0,Southampton Publick House,Southampton,NY
585,250,0.045,,2019,Enlighten,Kölsch,16.0,Chapman's Brewing,Angola,IN
